Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,89.9000015258789,90.44000244140625,88.66000366210938,90.2699966430664,88.43611145019531,1186000
2020-01-03,89.12999725341797,90.95999908447266,89.08999633789062,90.88999938964844,89.04350280761719,588900
2020-01-06,90.68000030517578,91.08999633789062,90.27999877929688,90.72000122070312,88.87696838378906,575900
2020-01-07,90.22000122070312,91.23999786376953,89.43000030517578,91.04000091552734,89.19046783447266,619100
2020-01-08,90.91000366210938,91.6500015258789,89.4800033569336,89.4800033569336,87.66217041015625,930100
2020-01-09,89.5199966430664,90.93000030517578,89.5199966430664,90.88999938964844,89.04350280761719,659300
2020-01-10,90.9000015258789,91.55000305175781,90.29000091552734,90.62999725341797,88.78878784179688,745700
2020-01-13,90.94999694824219,91.4000015258789,90.36000061035156,91.13999938964844,89.28843688964844,608500
2020-01-14,91.0999984741211,93.08999633789062,90.8499984741211,92.58000183105469,90.69918823242188,581200
2020-01-15,92.30999755859375,93.31999969482422,92.23999786376953,92.7699966430664,90.88530731201172,684600
2020-01-16,93.91999816894531,94.4000015258789,92.94000244140625,93.47000122070312,91.57109069824219,570800
2020-01-17,94.0,94.5999984741211,93.55000305175781,94.0,92.09033203125,806100
2020-01-21,94.0,94.98999786376953,93.36000061035156,94.79000091552734,92.86429595947266,813800
2020-01-22,94.72000122070312,94.87999725341797,93.08999633789062,94.8499984741211,92.92305755615234,906200
2020-01-23,94.44000244140625,96.33000183105469,93.83999633789062,96.05999755859375,94.10847473144531,1025900
2020-01-24,96.06999969482422,97.93000030517578,96.06999969482422,97.0,95.0293960571289,1215700
2020-01-27,95.51000213623047,96.4800033569336,94.56999969482422,95.27999877929688,93.34432220458984,758500
2020-01-28,95.27999877929688,95.97000122070312,94.7300033569336,94.83999633789062,92.91326141357422,1074500
2020-01-29,95.22000122070312,95.43000030517578,94.55999755859375,94.77999877929688,92.85448455810547,811700
2020-01-30,93.63999938964844,94.66999816894531,93.4000015258789,94.48999786376953,92.7563247680664,725600
2020-01-31,93.91999816894531,94.33000183105469,92.30999755859375,92.52999877929688,90.83228302001953,1185600
2020-02-03,92.70999908447266,94.31999969482422,92.41000366210938,93.04000091552734,91.33292388916016,1436900
2020-02-04,94.31999969482422,95.54000091552734,91.30000305175781,95.45999908447266,93.70852661132812,1948500
2020-02-05,96.5,96.81999969482422,95.37000274658203,96.75,94.974853515625,1026500
2020-02-06,96.76000213623047,96.91000366210938,95.61000061035156,96.0199966430664,94.25824737548828,876100
2020-02-07,95.77999877929688,96.47000122070312,95.05999755859375,95.77999877929688,94.02265167236328,682400
2020-02-10,95.41000366210938,97.30000305175781,95.41000366210938,97.0199966430664,95.23989868164062,725400
2020-02-11,97.37000274658203,98.16000366210938,97.16999816894531,97.7300033569336,95.93688201904297,801700
2020-02-12,98.12999725341797,99.45999908447266,97.88999938964844,99.26000213623047,97.43879699707031,911700
2020-02-13,99.04000091552734,99.6500015258789,97.83999633789062,99.2300033569336,97.40934753417969,1046600
2020-02-14,99.5,100.66999816894531,99.04000091552734,100.66000366210938,98.81311798095703,844400
2020-02-18,100.0,101.66000366210938,99.76000213623047,100.55999755859375,98.71493530273438,1057400
2020-02-19,101.05000305175781,101.69999694824219,100.72000122070312,101.45999908447266,99.59843444824219,629700
2020-02-20,102.0,102.55000305175781,101.12999725341797,102.02999877929688,100.1579818725586,893800
2020-02-21,101.5999984741211,104.0,101.41000366210938,103.86000061035156,101.95439910888672,1157600
2020-02-24,101.44000244140625,103.27999877929688,101.0,101.94999694824219,100.07943725585938,1112200
2020-02-25,101.8499984741211,102.25,98.66999816894531,98.70999908447266,96.89889526367188,1301200
2020-02-26,99.38999938964844,101.41000366210938,98.6500015258789,99.83000183105469,97.99834442138672,1568800
2020-02-27,98.56999969482422,98.5999984741211,93.31999969482422,93.31999969482422,91.6077880859375,1587100
